SKU,Units_Sold,Views
606107,253,365
560378,449,725
710557,81,97
876679,413,656
885061,855,1069
351625,92,244
384534,306,402
305528,489,872
217982,863,976
808332,555,669
720076,931,1110
225897,890,1086
720130,864,1163
235796,100,239
234217,903,1361
346946,916,1043
857928,17,493
490784,135,249
552709,940,1147
483006,545,605
448189,490,744
885641,539,790
384036,825,1290
483975,947,1122
336850,536,815
355328,745,1028
136987,824,982
425262,352,378
562015,196,364
791401,195,689
671250,445,805
259131,184,607
163780,477,954
567631,729,867
682368,620,825
848979,768,1185
695700,547,828
677850,951,1260
337229,344,445
520548,633,674
496243,730,938
731238,738,949
370997,803,1088
543659,696,1134
254612,510,981
399612,2,124
790890,914,991
514316,243,540
707633,705,867
879468,761,998
347290,764,1168
703544,441,730
558006,270,712
582966,898,1173
428245,199,347
362014,705,840
494345,416,522
291329,504,961
400706,396,888
776691,193,290
117895,890,1171
375973,552,752
486392,138,320
224839,169,242
639707,868,888
891949,977,1005
456258,800,1211
406828,580,737
775886,179,498
650135,548,845
789980,659,748
362336,287,370
459658,260,558
534676,673,821
535354,405,841
678642,463,638
150189,114,456
225915,943,1124
81839,486,985
537028,916,1203
898284,688,1088
297086,446,936
887726,101,401
689484,748,1057
296028,52,190
498531,709,776
516292,740,794
223066,262,686
385972,697,808
290999,150,624
891190,442,478
110624,689,892
626097,508,997
518940,750,936
680500,16,229
643499,315,427
616120,242,467
214444,815,1183
722891,471,494
325514,366,393
122222,53,280
349910,346,686
649845,272,304
567345,221,572
830110,631,796
476543,952,1349
128903,66,203
633219,247,710
554555,602,842
425860,167,533
828869,985,1326
123544,559,910
653331,490,583
235895,986,1155
691254,921,1232
650502,656,793
790467,590,983
842208,786,926
452315,876,964
628558,780,981
263912,173,318
822747,736,1203
827142,567,609
455612,462,840
836521,43,454
101901,66,376
425802,613,1053
117964,929,1195
846962,169,623
779942,724,866
206487,915,1244
310769,988,1163
140549,153,282
269404,384,584
435351,714,974
387054,308,683
678713,708,1018
701009,139,585
404365,901,964
359216,408,433
339621,326,537
601206,922,948
607034,866,1349
148559,727,1138
640976,646,953
171341,430,534
151398,99,296
481264,712,861
852831,896,1351
386299,549,661
835729,357,852
499330,899,1067
572044,505,638
470717,127,423
506022,921,1207
91698,770,972
285394,565,665
552128,449,551
896091,190,579
419469,204,216
668543,153,262
728070,635,734
86161,230,549
758251,728,1167
824078,165,433
828308,805,1226
181715,242,595
878108,880,1147
586339,757,1254
341347,602,673
532500,283,421
222848,459,507
812717,334,794
781138,952,1336
752176,170,461
668254,172,218
856721,804,1120
305974,997,1075
400474,656,698
316789,383,498
714058,918,1226
347956,251,504
357746,400,773
249217,462,516
121539,881,1275
852415,180,326
762282,413,744
807335,910,946
354210,234,327
502377,334,629
238034,235,692
837214,101,556
105980,779,847
174624,223,668
484289,468,664
326171,193,380
200966,287,314
861249,968,1201
83600,206,525
757505,93,283
304238,294,750
796107,663,955
795977,984,997
691243,440,548
746953,795,1076
222784,924,1316
856152,338,822
679786,29,105
755494,616,1062
360802,922,1183
352688,908,951
326466,240,407
300710,480,696
674578,768,1021
200804,450,710
590440,794,855
178358,528,565
255443,166,549
694796,523,567
828139,448,705
573457,289,587
871190,240,692
639047,40,395
275303,857,1352
341999,548,754
342992,485,612
225789,740,871
471187,471,930
576463,51,276
165942,797,854
800753,819,1309
160138,375,429
264116,113,297
598204,828,1311
604206,271,757
626704,394,684
221861,408,633
454665,358,674
378399,360,825
828772,611,996
408090,79,256
386552,541,585
441624,948,1123
513079,978,1185
853888,805,975
772877,883,1268
222450,376,429
830218,518,694
643924,882,932
145724,587,642
446990,733,837
722936,726,1168
261433,262,645
727137,495,858
859901,985,1381
240892,628,660
649171,383,871
195270,832,1180
430358,828,1020
656695,64,286
480834,13,114
798359,51,194
177049,297,700
699416,999,1271
537449,285,497
610035,639,748
863280,669,994
656436,587,687
396824,781,812
563403,936,1328
748936,139,397
134347,838,932
422360,60,343
441319,311,790
201396,743,804
326218,62,167
663658,263,337
365073,283,692
198040,875,1119
512893,272,436
360173,434,665
122537,818,1154
485996,27,492
569305,488,871
467421,469,686
789757,592,1022
164715,249,270
473722,193,545
232896,29,326
762997,212,426
377344,171,289
773313,402,689
535038,597,825
233248,148,417
469908,419,765
166823,382,710
865621,987,1439
252721,3,69
708548,48,452
164487,81,277
129171,669,904
600737,64,119
771317,31,388
654552,916,1321
449829,564,704
661298,494,926
255997,769,809
491645,918,1340
634476,452,875
335621,172,402
118468,504,786
176750,272,679
354899,764,1116
130022,176,396
375085,907,1201
482389,967,977
656546,460,845
349394,669,693
520121,977,1202
471286,394,828
343902,145,520
282571,168,401
676290,713,1065
135584,781,1063
265830,672,690
84933,796,981
411994,304,388
220506,835,1325
268655,395,884
330556,533,687
893162,503,707
246936,554,910
511391,953,1132
146934,952,1388
222249,78,565
557284,33,72
536407,834,942
868532,24,48
677039,334,808
377079,403,497
608577,24,490
599849,860,1119
512557,73,469
196551,255,695
688339,209,373
260469,508,671
244314,291,659
689280,734,992
891572,47,191
84541,867,885
113725,103,467
413673,194,276
528888,426,796
418655,573,886
585811,747,805
478365,174,492
736569,208,435
485371,355,405
251759,389,412
777192,21,46
388129,626,708
698234,768,1136
123419,925,1110
581223,977,1155
426455,885,1089
273412,955,1391
214692,781,1041
181137,914,1345
731683,238,415
881590,827,1191
643291,875,1065
309956,74,170
331800,716,818
286665,12,493
781556,151,349
459033,573,816
213216,878,1159
152322,335,463
733477,177,441
471831,42,76
219722,943,1185
705883,333,502
295437,412,618
611983,317,474
253089,439,908
479797,570,598
842919,324,812
838997,294,482
680702,146,540
433542,422,812
277370,453,868
473169,790,985
623386,67,166
137555,66,191
482395,614,711
260977,301,527
771665,574,1061
738252,557,693
213885,440,566
827848,396,550
448116,29,450
248924,277,590
672572,422,539
855690,92,219
330439,766,1241
86180,814,1261
172325,658,1018
501377,51,325
308892,203,520
298076,253,527
569368,619,1045
585440,132,351
764963,972,1254
170573,940,1020
311918,670,798
575653,880,1345
670281,602,892
309201,563,888
879078,774,1089
303308,473,962
310008,680,1120
533622,310,714
815738,189,598
270792,995,1364
287463,875,974
141255,899,1374
430213,588,803
659125,818,1056
299216,820,910
98951,54,289
244983,202,573
571509,900,1089
223151,13,446
864290,798,1268
142485,978,1070
367849,306,442
511810,34,92
851927,304,316
261323,324,348
507053,584,980
630004,137,400
521877,609,794
131948,663,870
538183,979,1301
439219,789,1270
252467,975,1124
151391,1,373
211982,686,780
625040,925,1223
123845,381,490
497841,764,1184
625167,940,1200
257573,395,628
108575,915,1081
363308,851,978
669425,76,385
785960,801,1236
581913,904,1026
835156,335,692
553136,536,635
182672,838,1298
710564,667,1130
728467,912,951
286444,809,933
714485,959,1142
344773,628,1072
181277,268,568
154419,246,328
518272,669,925
458981,539,566
678951,599,739
390622,456,819
602950,20,474
692590,620,1115
268935,131,554
848646,120,508
741027,870,927
711260,449,660
201217,188,389
279808,476,695
346472,321,400
172280,791,1017
514187,429,490
804138,386,673
216719,574,917
469853,420,594
859251,112,573
864519,171,336
205661,838,1182
211815,529,1019
224819,796,1008
517094,867,970
347848,738,898
602445,864,1192
693654,14,63
432177,387,586
836081,242,374
870395,216,508
194176,912,1290
149926,386,632
681128,985,1324
768498,184,656
413793,720,1139
305043,864,1068
442389,50,412
423820,326,476
265686,349,438
619786,205,640
593432,47,144
871477,805,921
334335,227,531
379138,468,901
515679,41,96
493649,607,896
121729,46,79
568025,262,488
447138,303,434
184113,76,205
404316,749,903
820272,729,1095
853066,936,1293
175876,75,250
465488,369,493
350715,932,1171
183836,231,539
703674,205,462
423194,277,363
515130,729,1136
422085,648,847
607365,685,862
774931,312,750
554303,977,1145
859273,456,648
872499,351,644
266276,111,208
171696,744,783
278555,845,1037
687512,501,977
230047,405,524
515056,985,1374
270671,733,1068
771975,443,871
94647,30,40
162497,890,1206
770842,84,135
525639,580,608
714116,276,339
364604,387,455
227156,704,986
478627,991,1094
866040,880,1199
856745,312,322
527901,145,609
551801,704,928
499121,870,960
887754,979,1232
516269,182,635
277880,20,289
580765,955,1078
796978,695,1028
389616,402,899
91076,64,215
203825,249,396
101359,866,1226
378716,179,453
204416,464,520
542211,479,606
761630,967,1044
682707,992,1183
351293,175,569
503637,659,783
400316,459,953
671294,515,1005
864768,958,1113
274575,658,886
567221,774,878
407471,715,804
428438,180,557
756972,516,683
316661,129,390
734903,791,958
631568,309,347
413408,637,951
238127,26,166
230550,120,430
861429,932,1277
492538,169,306
355845,705,1179
267506,620,758
311208,253,538
546792,715,942
125379,747,1023
158476,865,1290
542730,543,719
199547,684,810
152646,405,514
215057,74,98
397100,874,1085
223705,867,1036
716605,264,487
789469,742,1003
869216,946,1188
248629,349,567
851261,959,1154
833637,252,613
127311,366,418
770903,328,809
563602,155,609
567218,825,991
193897,265,567
771904,205,528
251154,768,827
563209,76,148
786460,685,1149
871944,829,1022
699783,116,351
283886,411,640
725598,790,1027
583585,611,875
499719,368,403
896436,313,475
842087,478,648
821630,131,610
397187,172,510
192610,19,471
171066,751,1229
326038,88,462
91342,903,1320
504270,306,791
324622,835,1199
207306,542,837
334467,507,636
438917,163,489
233732,282,566
516644,932,1098
288479,810,1308
418368,565,1021
118129,502,998
459452,900,1272
91429,560,872
409556,772,1256
680403,412,572
170397,448,506
486735,828,1265
373899,186,399
544790,957,1293
862848,733,1215
132709,372,586
83651,475,874
481030,197,289
619379,707,1038
700798,406,522
300105,372,797
591003,990,1290
476190,442,659
798064,604,1094
239333,425,637
454067,501,799
666935,117,272
718149,901,1268
348275,328,497
646698,286,449
869678,55,70
127515,366,419
812892,316,606
514406,319,625
598692,77,523
255512,719,1060
835489,44,491
474258,990,1151
271830,137,376
407483,294,768
123940,395,725
740785,176,313
268200,378,688
793652,64,105
564541,512,913
190171,21,332
154870,251,667
180487,728,952
252234,791,1232
147844,205,672
768319,754,848
495447,169,316
443874,576,895
517706,98,141
204177,545,752
593744,798,839
406877,710,1005
262252,422,794
611064,142,426
774228,715,1016
321429,921,1233
140767,427,648
395832,244,496
821014,945,1351
720339,927,1130
763424,646,1059
418199,79,509
436494,261,661
710042,611,723
856599,714,995
884576,774,1073
683587,694,1026
603745,335,430
405420,889,1235
162451,988,1474
378535,308,651
792682,336,767
769485,77,199
366932,428,841
703020,340,803
370060,623,816
560256,921,1298
895085,87,506
733562,603,791
123498,640,866
320893,844,996
96333,888,944
586613,233,682
335245,890,1217
396340,650,969
551745,248,303
310377,34,58
224562,648,715
569843,395,821
529482,407,604
393660,210,356
226776,531,1030
817417,391,650
291038,254,344
237867,742,827
106675,270,356
302776,612,1064
445210,214,438
745958,228,698
718344,45,392
374425,434,740
195883,651,980
321981,542,954
266859,664,767
368529,615,742
802833,427,741
683357,535,854
189465,472,910
214319,354,727
533138,418,594
646389,529,980
370560,345,798
572011,491,595
425042,602,860
852375,851,1232
881375,488,746
286187,289,421
84185,449,861
214701,319,621
137736,860,902
80060,515,593
861244,584,1065
386249,484,705
255698,596,642
241084,242,567
892772,123,203
482439,602,1054
667154,732,877
178880,279,691
707397,497,589
532690,956,1200
548450,127,549
210284,468,798
757873,175,509
415029,206,338
263848,718,1057
393937,910,1327
396099,206,629
428973,935,1325
581522,754,1243
613183,984,1066
805332,76,491
862558,907,1222
365927,403,815
685783,72,191
644212,495,740
244913,706,765
691065,473,771
828668,69,457
440853,623,885
538912,899,1127
272806,522,839
799127,730,998
322996,893,1310
868609,575,686
104247,544,726
339303,27,111
310127,274,449
533907,957,1165
94585,894,1167
884993,812,833
202237,64,144
622726,894,1030
685268,539,1017
122935,199,598
738130,179,198
144852,606,668
853820,504,807
311312,714,861
397766,544,727
221427,333,728
578038,683,898
126834,783,1089
445582,182,300
720050,454,468
675171,78,248
305261,507,941
242401,583,818
691855,44,193
341844,693,857
855382,846,1092
860242,73,487
515945,670,799
459659,737,1093
462585,438,790
468762,173,410
118979,362,559
817905,723,1174
199710,907,1092
148285,724,1072
836876,902,1097
668331,416,635
364549,654,736
692617,449,625
844767,980,1111
199339,779,1188
140830,679,953
864978,311,337
99414,193,397
818015,717,985
112484,714,1209
632882,307,716
555476,838,1213
770439,791,1290
226469,749,1180
677613,140,534
594042,915,1170
480788,287,567
869017,276,523
170855,777,849
347413,263,503
219692,507,902
192388,984,1389
556004,333,380
507650,295,788
268902,597,718
681215,319,463
119790,985,1209
708576,276,486
153319,473,839
183143,841,942
887300,234,454
430301,92,267
215536,755,1138
597600,470,870
107612,454,648
128951,267,413
248662,427,730
527479,26,446
348895,567,1005
626399,506,663
279503,319,433
362918,783,1020
564162,376,715
108198,629,1085
848690,999,1464
369236,5,313
838197,672,731
710105,633,990
713763,199,690
465997,49,226
402879,964,985
437252,517,549
545428,857,1066
469931,845,1342
465643,887,1320
199770,42,516
644181,973,1181
664995,175,581
797624,547,616
117207,445,807
734423,593,994
788789,119,615
276751,527,805
418332,716,1075
586879,72,120
212254,304,446
273173,149,415
746283,462,926
173248,82,497
502644,544,1034
680701,36,182
761389,860,1088
402960,397,832
226800,804,1042
419211,909,1117
889730,391,764
209039,74,342
850034,893,913
621131,533,686
378159,527,829
436247,460,764
595191,320,508
569028,756,1180
288128,858,1051
127058,833,1208
456811,417,767
292091,688,1049
418517,739,833
455569,304,522
744226,982,1194
202125,546,790
359590,385,463
114601,266,427
306815,365,402
859469,983,1051
129660,962,1375
268453,434,718
200286,471,961
797003,861,1045
405364,380,487
492628,52,551
746721,547,996
744016,738,1173
110682,4,198
147943,302,575
211547,562,1012
413378,601,1053
748543,850,1343
742066,783,1160
441282,505,945
731115,380,648
711208,705,773
855501,267,378
396748,60,132
887091,994,1339
326223,863,1319
449516,394,576
646818,806,1026
159264,480,904
226491,76,429
524817,596,882
464246,601,734
526867,803,1236
883469,699,1088
727904,364,386
111886,884,1020
720409,398,796
381144,738,967
475088,657,780
552633,855,1135
509155,365,737
789895,717,1069
298189,914,1256
555581,815,1149
875843,669,797
589413,458,477
426188,930,1240
636175,726,781
893487,175,471
132076,41,109
883208,451,856
325798,65,393
704926,699,1056
239179,286,625
530675,769,945
834121,338,524
511569,375,814
320132,373,702
522561,605,686
89419,470,875
831868,445,494
777221,626,726
807508,936,1099
558919,994,1398
450442,955,1127
487863,925,955
227279,312,714
859618,578,924
365513,463,780
755084,709,859
885407,919,1289
610757,184,489
439127,67,522
619219,911,1275
605155,140,598
622244,930,1322
375035,948,1078
483981,854,1203
862786,272,670
549954,259,272
88175,992,1084
297570,763,858
805416,681,918
571454,449,769
483295,608,770
576567,51,137
465414,105,557
505121,329,468
442291,970,1030
132791,567,661
736573,203,566
475548,499,841
573564,966,1206
440361,100,309
743180,628,1074
223118,761,856
460533,226,409
147408,66,274
133518,171,472
109955,48,466
505983,275,702
545087,16,429
96236,793,1087
706938,930,1396
703140,841,865
566341,323,576
770225,1,103
668336,150,170
893372,683,778
192894,278,354
577718,839,1190
487736,577,795
99374,77,472
898322,264,408
440259,353,387
122470,569,885
375705,158,391
473856,482,695
286268,488,697
437796,567,837
743876,668,971
295503,427,609
716999,634,655
146666,856,1109
895438,89,164
703565,948,1402
438412,612,985
669720,105,525
353816,573,673
837529,364,670
733755,738,979
821112,473,899
461732,713,950
200272,395,556
642309,467,774
810766,590,648
654047,310,412
476159,465,896
274270,144,282
137596,588,706
616491,852,1259
880991,147,168
869763,595,656
573462,213,584
803824,811,1133
378413,312,580
805807,415,629
436134,649,762
419151,822,876
515136,803,1110
466463,562,837
895553,948,1350
180029,391,654
730850,467,601
129971,756,956
824912,513,947
848854,773,1139
586997,701,1090
885138,557,899
112708,673,955
848419,3,363
246814,274,516
718379,946,1029
114908,503,774
492974,231,340
807372,833,896
425800,986,1185
794790,410,890
504887,579,767
132697,550,602
477131,624,1051
266984,811,856
898331,921,948
487469,106,193
152265,273,475
545347,152,394
734667,437,659
131341,422,787
769568,514,975
98086,251,750
255688,900,1238
632977,804,1027
81811,64,221
892551,269,411
735867,63,340
380066,390,476
650549,457,589
192334,54,491
141612,819,951
434597,883,1150
855021,992,1119
478186,990,1061
895564,816,1124
546941,118,490
491908,826,931
108414,419,778
209313,482,614
645660,556,921
730591,849,979
93334,346,699
806729,804,1039
569038,684,874
470310,110,345
861037,199,361
436594,468,722
642557,16,393
673463,512,783
875090,528,857
249684,627,788
754718,849,1197
765739,877,1252
687655,855,1247
562045,297,747
452741,201,494
484622,452,864
599125,280,640
264328,993,1409
854233,606,798
298462,660,1097
772793,819,935
741175,657,833
789381,435,769
890581,514,938
658167,878,1211
324471,483,580
662997,198,519
667009,175,378
372756,487,808
208058,523,950
488918,729,1210
700695,84,563
295678,349,783
308236,433,749
456765,884,1094
366958,314,562
211300,30,66
696904,251,529
548777,480,857
724694,167,508
509855,304,634
534076,183,484
421176,139,384
555268,52,293
625952,796,1133
584968,177,191
717627,281,536
480163,33,251
881366,934,953
296840,315,704
319708,137,498
134493,234,495
257927,401,541
336501,487,712
657460,682,941
640766,869,1366
525000,365,759
681345,828,991
514256,607,895
892028,685,1112
589978,502,524
368803,177,274
653879,118,386
712430,681,861
664046,787,1226
354530,492,856
452570,312,336
225495,49,90
338712,428,525
588707,67,467
139046,403,592
199443,503,940
209714,662,1113
516552,591,823
245806,201,518
737617,963,1008
419104,494,731
224484,653,960
109409,214,683
246542,142,397
725213,578,687
142698,538,706
726358,766,1035
854790,90,535
664050,471,904
638096,454,589
143984,619,1117
364399,199,698
792177,5,317
492086,847,951
691896,436,787
678098,553,973
82749,546,617
146401,322,653
678379,131,601
284363,889,928
290484,887,1118
471359,926,1050
487414,12,128
419979,462,629
161557,621,1109
87422,119,511
468948,275,395
490401,861,1148
814378,292,744
372194,425,808
97762,55,424
556190,261,421
579048,160,323
133296,747,789
156942,78,131
100864,225,693
828049,949,1323
775162,73,175
668386,738,1033
774587,922,1241
676441,837,1304
306263,436,656
307763,72,181
142333,298,480
350053,82,316
321362,755,789
783064,82,379
772769,756,804
812640,809,1232
428220,775,1151
487221,787,953
86998,856,1158
423894,10,84
886294,858,909
849728,231,613
303040,341,549
181259,965,1357
422706,530,809
171423,892,1227
788166,692,834
342844,163,459
297745,313,432
94649,232,281
160371,460,957
114660,947,970
198151,350,463
494074,108,283
789829,492,841
552275,779,829
724254,211,704
275318,615,1067
322148,469,913
279862,894,949
272775,556,756
679660,282,292
514039,872,1132
796493,262,439
354033,423,569
816374,813,1205
829087,389,748
405844,736,1152
739907,648,1011
541158,343,653
635313,242,659
699316,440,683
289481,998,1421
618162,303,412
317794,875,992
306886,703,816
282030,141,175
461291,744,987
819424,491,733
774062,970,1394
181851,931,1363
720578,122,612
630048,834,872
395760,655,1032
213180,865,1064
686622,429,739
797132,471,662
369655,33,96
590574,345,433
882823,998,1173
234379,305,413
811178,182,199
700764,630,850
577108,494,773
807180,257,690
123579,203,246
780292,360,841
428149,667,1005
679695,326,817
647592,637,824
105841,290,378
285057,498,732
583476,325,349
425008,395,607
318042,917,1098
696320,7,36
295300,982,1331
103770,959,1245
844199,109,434
641277,123,259
308933,593,698
205050,280,714
351787,16,221
734665,526,830
320339,847,1029
273751,829,1257
281127,500,613
336697,939,1086
875803,99,111
667317,349,476
537844,355,698
503142,359,661
474410,179,278
299709,262,759
156353,20,389
748539,827,1123
416867,714,917
638371,476,528
526280,370,470
459550,53,98
215425,245,733
487393,144,253
782386,84,266
609456,497,651
385091,133,203
401880,290,774
734677,309,805
494210,945,991
228567,361,593
351362,666,1122
757029,788,1221
155326,229,481
324797,44,116
760753,352,364
495739,69,165
788873,26,204
697858,447,871
270406,649,799
276975,427,569
623857,112,124
513046,730,966
889130,487,981
170795,818,1127
467677,141,486
215177,657,960
357269,791,1087
164351,557,805
464621,942,1050
529994,805,1163
707116,611,945
82890,228,502
666502,300,671
384953,297,546
890406,433,807
275452,372,447
286668,632,914
292077,477,593
540414,49,457
218764,260,654
394921,703,759
388330,719,1160
336353,245,526
222563,826,1236
687756,903,1167
805859,158,476
258829,374,809
144389,448,867
107665,12,242
780855,985,1249
797476,991,1080
615781,63,562
366721,367,833
467122,363,378
781759,574,1056
699615,195,344
556576,673,976
408531,101,396
794086,281,491
220908,825,990
630411,901,1268
822412,977,1041
760640,912,1350
652967,494,520
286281,385,751
641884,608,789
321519,742,970
367957,665,966
304251,377,804
580709,173,219
802869,432,843
284068,438,619
791926,946,1248
451780,514,794
420244,687,809
530797,539,573
124636,46,465
291051,868,1085
440452,940,1100
774573,379,455
229810,210,393
492581,920,1396
431795,993,1422
393763,193,645
187197,121,242
396458,141,196
265060,592,809
242689,769,1222
576451,954,1024
214539,899,966
280141,161,266
825365,426,835
573961,95,366
322103,335,773
88717,902,1176
705988,811,1057
391077,858,1072
692948,810,1255
409566,884,914
337922,448,460
563420,919,1034
278423,147,262
722678,204,270
899957,717,1114
329953,861,1322
547433,111,261
227298,26,325
189069,400,879
484266,833,855
600679,355,672
703629,922,1325
144071,227,667
175199,617,896
570984,905,1222
697502,672,1078
533575,372,831
368508,811,876
151995,723,907
820019,745,1063
155936,697,1185
450361,730,897
486155,662,698
211891,704,877
139293,267,634
83064,373,495
685107,848,925
721432,962,1286
899398,348,423
517504,487,544
322034,964,1079
692780,24,350
186715,432,673
628633,249,335
424480,714,1194
403550,895,1195
861652,542,889
844650,966,1338
358780,720,1000
629141,125,334
159754,366,402
459922,182,357
755997,754,821
848229,524,582
848286,352,426
592698,559,588
615196,89,322
249752,292,505
626639,219,535
813594,454,859
480065,417,491
779017,627,1078
120777,623,744
126201,967,1049
420120,658,1103
194776,642,1128
125018,856,1149
674389,284,369
763102,962,1321
161314,441,584
761774,337,661
662432,570,1060
292445,640,1037
782185,374,477
91924,810,1248
263013,602,943
118316,856,1345
355649,858,1276
554807,43,63
653139,194,480
305928,233,573
863835,367,716
313711,656,996
125287,178,388
522651,716,900
897623,760,1059
114904,867,877
288806,178,651
549033,649,1005
403903,710,987
843198,367,424
674260,16,367
684078,716,941
749737,698,904
262566,603,617
376432,67,250
484111,301,572
172078,298,318
101189,45,444
653617,482,652
657394,637,720
737381,917,1321
294423,620,881
878106,231,547
774115,306,718
652298,469,562
658644,854,1167
186862,506,793
153924,717,1079
660739,537,985
108657,593,776
654016,413,434
499067,211,697
508109,868,1034
363771,963,1392
234506,255,492
800812,965,1317
743422,743,886
422163,255,701
739466,523,535
711022,259,439
797643,805,881
880737,673,865
418316,147,641
838995,911,1175
720996,605,965
601204,807,866
520488,268,570
679294,892,978
455010,925,1322
433390,963,1176
225934,164,566
230589,995,1167
822731,404,815
635828,387,697
712355,350,818
861074,865,1187
171224,27,80
535067,670,796
747492,306,716
541017,303,753
315749,649,1120
670557,464,596
896779,195,535
224191,983,1171
230732,286,772
635835,391,581
167387,954,1441
95951,830,926
659187,754,782
82085,881,1212
135893,21,189
679358,981,1337
693899,944,1038
883275,989,1293
704529,403,511
504051,657,1126
297890,705,1143
366944,733,989
834715,980,1401
104720,205,479
441976,801,1043
879299,82,552
424831,665,1083
832866,904,1166
525512,19,80
800607,332,382
316259,697,1134
849276,830,849
752779,667,863
322495,44,256
325738,5,112
595280,264,732
492245,820,1298
431714,871,1167
281438,719,1074
617075,412,645
153390,431,910
492385,387,728
234896,437,890
129332,152,476
437005,132,599
267462,616,807
742495,639,899
415930,461,798
834676,630,849
431601,123,518
518397,749,909
517486,855,877
530217,926,1132
180137,783,1015
711105,774,892
410191,433,794
539116,698,991
801361,224,307
111362,754,930
826968,878,1343
406718,44,307
248197,248,371
163440,993,1476
749028,203,231
436339,189,605
408533,811,987
196128,892,1322
213346,824,1201
805022,424,563
881163,684,1163
108143,109,343
320466,246,682
228902,126,258
605342,454,949
413035,563,864
774155,39,355
309869,558,1036
638244,489,965
476654,269,577
541381,895,1311
583258,109,281
218748,10,496
82403,475,656
167302,678,896
435147,870,909
397519,937,968
106332,345,831
358273,607,801
117466,472,591
459577,931,1388
165837,589,974
575249,704,927
326589,257,358
111999,372,459
264935,738,1035
270600,145,218
849380,615,743
671806,643,787
290343,240,458
888780,945,1244
578475,942,973
873322,381,514
525997,485,977
701557,633,769
306390,78,391
859688,667,766
271085,501,923
97759,805,912
626872,471,886
847478,758,841
741656,50,289
438236,991,1382
591116,721,1149
217788,283,334
184948,367,861
347261,234,546
709305,822,1312
102875,228,348
843513,612,790
594624,508,729
488048,101,229
306686,871,1250
209639,307,335
463002,216,400
403914,513,910
853191,777,1146
430888,217,656
396676,354,786
376560,820,978
623715,47,67
580603,931,976
334383,431,866
685779,329,790
173203,663,992
517079,884,1085
896220,785,1257
602280,195,258
875554,318,565
624638,231,364
555010,414,666
610060,276,451
811991,566,1002
337302,354,839
358434,272,689
782592,343,579
273034,975,1107
871890,655,941
530003,72,424
93885,163,385
659869,208,437
266560,953,1029
764190,569,623
686241,936,1269
820115,17,406
184659,23,303
757979,588,878
286410,275,510
578906,96,255
691756,323,706
367245,457,799
92328,728,1034
141678,819,1013
645866,478,697
728533,643,887
613437,100,590
415359,117,313
610177,274,536
435795,765,997
257890,636,852
657577,752,807
552976,692,1045
780213,687,1121
193789,875,951
557383,973,1058
243669,639,1135
246012,24,334
429462,580,909
739531,774,1065
273427,7,46
639792,952,1239
106516,57,458
596676,809,1276
769118,167,321
375195,958,1457
706623,849,1153
187183,733,1142
388575,525,775
205334,403,539
243882,462,886
771976,633,692
526673,233,339
666320,358,718
413544,413,638
161298,89,439
567092,190,544
855497,48,133
695530,382,539
428827,934,1267
82852,177,635
548402,23,431
518139,597,820
97196,656,772
506440,252,687
667221,457,704
86450,571,879
677735,887,1019
841239,287,738
383698,730,1053
544429,596,833
764225,703,1007
348553,81,154
250891,361,493
147437,249,480
136489,504,765
311262,618,636
286649,746,771
833126,868,910
751542,148,313
305511,622,909
243539,672,1025
429820,165,430
578566,6,238
245561,675,721
487575,595,912
653882,885,1280
620083,660,843
139787,211,402
672823,238,604
574348,677,811
95196,169,553
351734,225,688
262727,694,1033
507902,13,264
733743,785,1256
192215,826,1051
382937,198,380
714196,487,939
164583,743,1051
693184,825,1117
641370,760,830
233314,189,309
501817,189,352
503446,274,629
266507,93,103
533613,707,956
137404,261,491
86404,49,525
422034,688,968
657234,381,408
546924,112,241
239383,914,1392
752158,464,879
157209,430,912
216933,154,572
293745,24,451
221754,466,562
647100,721,948
871410,820,1077
770660,50,253
569517,914,1310
283894,279,300
398290,360,372
328105,210,226
743516,694,1139
803791,742,827
128662,803,1278
598424,86,129
176172,581,766
271491,300,680
412457,31,174
674453,238,479
99242,560,771
817402,84,414
661073,435,576
230555,44,503
208054,262,364
367050,676,878
559041,640,708
674912,981,1216
410865,783,1229
597460,406,543
554391,596,1060
224088,244,579
705309,513,787
535475,738,1056
129443,332,648
807374,304,377
281951,794,1044
556347,927,1018
342756,242,682
135436,158,523
334427,546,892
790401,243,343
692535,276,483
240959,108,272
364516,33,329
482731,746,825
280120,827,922
141990,328,515
578919,517,927
221767,106,379
153000,902,1296
150366,107,356
161068,147,281
370393,912,1051
725640,8,82
628574,46,373
699178,899,975
782452,49,113
716940,181,667
552337,162,258
465187,77,564
457482,321,807
110530,938,1414
424354,317,595
113036,773,893
778855,559,1057
707643,23,81
898254,598,947
408619,344,595
265682,506,565
882963,882,1151
842664,666,1134
873223,971,1055
884747,383,851
88601,24,65
408070,39,68
176971,401,636
404070,308,586
88067,993,1057
432761,416,514
537559,953,1052
891254,748,1030
120579,460,610
407220,640,832
812784,66,448
194908,40,362
299609,807,823
749736,567,930
270666,420,798
160407,416,707
828918,833,1304
871384,127,443
537674,154,588
309552,953,1444
305508,151,509
538254,885,1058
694860,68,181
885372,546,1004
159191,464,713
339402,373,785
463607,549,741
788457,624,794
133112,856,1226
306203,63,302
633348,862,1091
617661,719,773
239418,90,354
268985,35,142
637569,809,1058
343176,108,493
290019,267,469
202099,153,174
606377,926,1172
203681,568,1043
